store_code,store_name,chainname,subchainname,storeid,address,city,zipcode,latitude,longitude,average_price_diff,popular_item_count
ampm_510,Am-pm לינקולן,ampm,AM:PM,510.0,לינקולן 9,תל אביב יפו,0.0,32.0670307,34.7818233,8.159929843433028,3776
ampm_511,Am-pm  הרצל,ampm,AM:PM,511.0,"הרצל 91,עובר להרצל 114)",תל אביב יפו,6655414.0,32.0549445,34.7709586,7.746263560235575,4299
ampm_512,Am-pm  כל-בו שלום,ampm,AM:PM,512.0,אחד העם 9,תל אביב יפו,6525101.0,32.0640664,34.7696096,7.475170189068032,5428
ampm_513,Am-pm פרנקל,ampm,AM:PM,513.0,פרנקל 15,תל אביב יפו,6608419.0,32.0572752,34.76826740000001,7.762304593733475,4602
ampm_514,Am-pm גורדון,ampm,AM:PM,514.0,דיזנגוף 136,תל אביב יפו,6346109.0,32.0821944,34.7739473,7.812735375069962,4711
ampm_517,"Am-pm זבוטינסקי ר""ג",ampm,AM:PM,517.0,זבוטינסקי 86,רמת גן,5244215.0,32.0879734,34.8144138,7.955230134741016,4433
ampm_518,"Am-pm זבוטינסקי ת""א",ampm,AM:PM,518.0,אבן גבירול 136,תל אביב יפו,6296601.0,32.0883128,34.782656,8.127595504028626,4601
ampm_519,Am-pm נחלת יצחק,ampm,AM:PM,519.0,נחלת יצחק,תל אביב יפו,6744809.0,32.075597,34.799186,7.675069000638399,4743
ampm_524,Am-pm בן יהודה 61,ampm,AM:PM,524.0,בן יהודה 61,תל אביב יפו,3275.0,32.0795508,34.7693743,8.558886082641486,3623
ampm_529,Am-pm בן גוריון,ampm,AM:PM,529.0,בן גוריון 119,בת ים,5956005.0,32.0813031,34.8205539,8.323686988262365,3622
ampm_531,Am-pmכצנלסון גבעתיים,ampm,AM:PM,531.0,כצנלסון 129,גבעתיים,5327314.0,32.0766339,34.8159154,7.763066174293656,4739
ampm_533,Am-pm י.ל פרץ,ampm,AM:PM,533.0,י.ל פרץ 29,תל אביב יפו,6685402.0,32.0593815,34.7759122,8.616051588778577,3429
ampm_534,Am-pm בוגרשוב,ampm,AM:PM,534.0,בוגרשוב 49,תל אביב יפו,6314513.0,32.0760008,34.7717635,8.214644192712711,3638
ampm_535,Am-pm שנקין59,ampm,AM:PM,535.0,שנקין 59,תל אביב יפו,6523313.0,32.0684191,34.7773662,8.079095730100029,3869
ampm_536,Am-pmזבוטינסקי 44,ampm,AM:PM,536.0,זבוטינסקי 44,רמת גן,5248504.0,32.0845621,34.8098643,7.924089947433613,4827
ampm_537,Am-pm סוקולוב הרצליה,ampm,AM:PM,537.0,סוקולוב 10,הרצליה,4649713.0,32.1668362,34.83977369999999,7.892133378936061,4444
ampm_540,Am-pm טברסקי,ampm,AM:PM,540.0,יצחק שדה 35,תל אביב יפו,6721309.0,32.0650742,34.7887382,8.038800733321038,3935
ampm_542,Am-pm שד יהודית,ampm,AM:PM,542.0,שד יהודית 16,תל אביב יפו,6701618.0,32.0699793,34.790122,7.939953277803038,4452
ampm_544,Am-pm ברודצקי,ampm,AM:PM,544.0,ברודצקי 15,תל אביב יפו,6905126.0,32.1065947,34.7973754,8.054474585320335,4562
ampm_545,Am-pm הנשיא הרצליה,ampm,AM:PM,545.0,הנשיא יצחק בן צבי 75,הרצליה,4639975.0,32.180388,34.8114628,7.636640389075237,5199
ampm_548,Am-pm נווה מונסון,ampm,AM:PM,548.0,רחוב השקד 30,יהוד מונוסון,6019000.0,32.0291382,34.873857,7.956086473551154,4648
ampm_549,Am-pm הוד השרון,ampm,AM:PM,549.0,סוקולוב 11,הוד השרון,0.0,32.1623925,34.9024585,8.091377096490472,4690
ampm_551,Am-pm הדר נס ציונה,ampm,AM:PM,551.0,השייטת 4,נס ציונה,7420812.0,31.9306019,34.7918755,8.208784425200829,4152
ampm_554,Am-pm ווינשל,ampm,AM:PM,554.0,וינשל 6,תל אביב יפו,6941331.0,32.1179986,34.8244931,7.869616829944213,4756
ampm_556,Am- pm עליית הנוער,ampm,AM:PM,556.0,עליית הנוער 27,גבעתיים,5340101.0,32.074846,34.801658,7.910020049691728,5072
ampm_557,Am-pm אבן גבירול 91,ampm,AM:PM,557.0,אבן גבירול 91,תל אביב יפו,6404619.0,32.0849352,34.7815376,8.995818768048473,2478
ampm_558,Am-pm המלכות,ampm,AM:PM,558.0,הרוגי המלכות 9 שיכון דן,תל אביב יפו,6971409.0,32.1096985,34.8335267,7.96224272512948,4601
ampm_560,AMPMיהודה הלוי,ampm,AM:PM,560.0,יהודה הלוי 114,תל אביב יפו,6527614.0,32.0708973,34.7820237,8.100800749406927,4211
ampm_563,Am-pm החשמונאים,ampm,AM:PM,563.0,החשמונאים 105,תל אביב יפו,6713320.0,32.0695981,34.7848105,7.852269975853777,4881
ampm_564,Am-pm אבא הלל,ampm,AM:PM,564.0,אבא הלל 25,רמת גן,5252215.0,32.08706220000001,34.8053883,7.742298410668723,5344
ampm_566,Am-pm קהילת סלוניקי,ampm,AM:PM,566.0,קהילת סלוניקי 11,תל אביב יפו,6951311.0,32.1132571,34.8245566,7.953579849402749,5103
ampm_568,Am-pmאלנבי 69,ampm,AM:PM,568.0,אלנבי 69,תל אביב יפו,6513408.0,32.0677788,34.771245,8.286295589027448,3772
ampm_570,AMPMהרצל 61,ampm,AM:PM,570.0,הרצל 61,תל אביב יפו,6655101.0,32.0576846,34.77095,8.561133633781264,2892
ampm_571,Am-pmבן גוריון בת ים,ampm,AM:PM,571.0,בן גוריון 47,בת ים,5932204.0,32.0891743,34.82280009999999,8.521939078456843,4048
ampm_576,AMPM ארלוזורוב 52,ampm,AM:PM,576.0,ארלוזורוב 52,רמת גן,5248183.0,32.081034,34.8090555,7.833481377728955,5032
ampm_577,AMPM אלנבי 56,ampm,AM:PM,577.0,אלנבי 56 תל אביב,תל אביב יפו,6382206.0,32.0706039,34.7699812,8.068578205605151,4139
ampm_578,AMPM הקסטל,ampm,AM:PM,578.0,אבן גבירול 161,תל אביב יפו,6203303.0,32.0919612,34.7828125,7.772423997655377,4492
ampm_579,AM-PM הקוממיות 16,ampm,AM:PM,579.0,הקוממיות 16,בת ים,967558.0,32.0070868,34.7412609,7.862268482338686,4542
ampm_580,AM-PM דניה,ampm,AM:PM,580.0,אנטוורפן 56,חיפה,3490101.0,32.7670184,34.9924911,8.296189145735305,3688
ampm_581,Am-pm-העצמאות,ampm,AM:PM,581.0,עצמאות 61,יבנה,3303331.0,31.8651287,34.7441294,8.315058200042495,4223
ampm_582,"טשרניחובסקי כ""ס",ampm,AM:PM,582.0,טשרניחובסקי 24,כפר סבא,4427112.0,32.1772118,34.8936729,7.75166966690383,4958
ampm_583,AM-PM קריית אונו,ampm,AM:PM,583.0,שלמה המלך 40,קרית אונו,5542136.0,32.0548391,34.8638919,8.061933662816466,4181
ampm_591,מוריה חיפה AM-PM,ampm,AM:PM,591.0,שדרות מוריה 128 - חיפה,חיפה,3461818.0,32.7880474,34.9859807,8.25131178416036,4494
ampm_594,AMPM חדרה,ampm,AM:PM,594.0,הרברט סמואל 1 חדרה,חדרה,3836261.0,32.438695,34.9109822,8.113717947219914,4217
ampm_595,AM-PMזבוטינסקי בת ים,ampm,AM:PM,595.0,זבוטינסקי 2 בת ים,בת ים,0.0,32.0206943,34.7399987,7.772549689330993,4694
ampm_596,AM-PM אילנות חיפה,ampm,AM:PM,596.0,אילנות 2 חיפה,חיפה,3432404.0,32.8079731,34.9758596,8.009737256884213,4464
ampm_597,AM-PM נרקיסים,ampm,AM:PM,597.0,שדרות ירושלים 155,תל אביב יפו,7500234.0,32.0402655,34.75648320000001,6.432572616192624,4402
ampm_599,AM-PM טירת הכרמל,ampm,AM:PM,599.0,מנחם בגין 53,טירת הכרמל,0.0,32.7498722,34.9666721,7.955802773182195,4438
car_002,מרקט אשקלון החאן,קרפור,קרפור מרקט,2.0,הרצל 33,אשקלון,7860132.0,31.6690874,34.586559,8.18042891145249,2111
car_004,אשקלון צפוני,קרפור,קרפור היפר,,הפנינים 28,אשקלון,7863636.0,31.6682664,34.6023671,-6.306154349562339,6995
car_006,אשדוד אורגים,קרפור,קרפור היפר,,האורגים 13,אשדוד,7760924.0,31.8122249,34.6563563,-6.540200151411965,5644
car_009,היפר רעננה רמה,קרפור,קרפור היפר,9.0,זרחין 12,רעננה,4320906.0,32.1958481,34.88363940000001,-6.294890386771015,7688
car_010,כפר סבא,קרפור,קרפור,10.0,השקמה 21,כפר סבא,4450012.0,32.176305,34.933172,-6.341263382365415,6981
car_012,פתח תקוה,קרפור,קרפור מרקט,12.0,בר כוכבא 63,פתח תקווה,4922055.0,32.096693,34.8856478,-2.9151430738663002,7000
car_015,היפר נתניה הפלדה,קרפור,קרפור היפר,15.0,הפלדה 13,נתניה,4237823.0,32.3184089,34.8785591,-6.315869054327436,5829
car_019,תל מונד,קרפור,קרפור,,בני דרור 8,תל נונד,4063134.0,32.261756,34.901082,-1.356099248643425,4445
car_026,מרקט ראש העין יהושע,קרפור,קרפור מרקט,26.0,יהושע בן נון 77,ראש העין,4804824.0,32.1047554,34.9425888,-1.9961041400904267,5931
car_030,קרפור מרקט אילת,קרפור,קרפור,30.0,חטיבת גולני 41,אילת,8852601.0,29.56601874337275,34.954978548384084,-20.139752372782908,4455
car_033,היפר בית שמש,קרפור,קרפור היפר,33.0,"שדרות יגאל אלון ,מרכז ביג",בית שמש,9906201.0,31.7564164,34.9902576,-6.225510012466143,7158
car_037,מרקט אור יהודה,קרפור,קרפור מרקט,37.0,המפעל 13,אור יהודה,0.0,32.0347675,34.8499789,-1.937097948891625,9005
car_041,מרקט אור עקיבא,קרפור,קרפור היפר,41.0,האילן 2 א.ת צפוני אור עקיבא,אור עקיבא,3063907.0,32.5146179,34.9232696,-6.693285077331487,5642
car_044,מרקט מעלות תרשיחא,קרפור,קרפור מרקט,44.0,שלמה שרירא 3 מעלות תרשיחא,מעלות תרשיחא,2120107.0,33.0216836,35.2802834,-2.014423764649212,5928
car_046,רמלה,קרפור,קרפור,46.0,קלאוזנר 10,רמלה,7243224.0,31.9229092,34.8779067,-2.011288419101459,4750
car_055,דליית אל כרמל,קרפור,קרפור היפר,55.0,דרך ראשית 672 כיכר חמוד אל-קארה,דלית אלכרמל,3005600.0,32.6955201,35.0514526,-2.231739841906115,2743
car_056,מרקט ערד,קרפור,קרפור מרקט,56.0,התעשיה 60,ערד,8909424.0,31.2481659,35.2011827,-6.661166607123885,5830
car_057,היפר בית שאן,קרפור,קרפור היפר,57.0,א.ת צפוני בית שאן,בית שאן,1177940.0,32.497103,35.497336,-6.536022309755724,5518
car_060,מרקט אשדוד,קרפור,קרפור מרקט,60.0,השייטים 9,אשדוד,7744140.0,31.800285,34.6415622,-1.1532653458487045,3534
car_061,נתניה בסיטי,קרפור,קרפור,61.0,"האר""י 12",נתניה,4628555.0,32.3119039,34.8565982,-0.8323866349533913,2736
car_062,בסיטי מודיעין,קרפור,קרפור סיטי,62.0,עמק החולה 76,מודיעין מכבים רעות,7170399.0,31.8962796,35.0112568,8.554983336700682,2232
car_063,קרפור קרית ראשון,קרפור,קרפור,,החלמונית 29,ראשון לציון,7542033.0,31.9696904,34.7832776,8.920198457819083,7281
car_064,סיטי הרצליה ליד הבית,קרפור,קרפור סיטי,64.0,רבי עקיבא 50,הרצליה,46422360.0,32.153352,34.8496839,8.373132356348473,1994
car_065,קרפור מרקט אשקלון,קרפור,קרפור מרקט,,קיבוץ גלויות 5,אשקלון,7834104.0,31.666314018445128,34.56677971519415,-2.1527564079910393,3079
car_067,סיטי חולון,קרפור,קרפור סיטי,67.0,המרגנית 2,חולון,5845909.0,32.00964386207322,34.778821579198784,9.066856732700572,3747
car_068,מרקט אשקלון ברנע,קרפור,קרפור מרקט,68.0,הודית לייפר מילר 6,אשקלון,7880811.0,31.69902796455685,34.583199940113595,8.479932324061382,1911
car_073,קרפור מרקט עתלית,קרפור,קרפור מרקט,73.0,רחוב הרדוף מרכז מסחרי,עתלית,3032706.0,32.6960656,34.9458283,8.724720852944717,3882
car_074,קרפור רמלה לוין,קרפור,קרפור מרקט,,אבא אחימאיר 1 קרית מנחם,רמלה,7228401.0,31.9189548,34.8694953,-1.178100719055397,2775
car_080,טבעון,קרפור,קרפור,80.0,"קק""ל 16 קרית טבעון",טבעון,3608208.0,32.7116459,35.1201256,7.854468859705949,2153
car_081,ראשון מערב,קרפור,קרפור מרקט,81.0,השירה העברית 10,ראשון לציון,7573105.0,31.97772708027238,34.76956833686881,8.838002094862064,2265
car_083,סיטי צור יצחק,קרפור,קרפור סיטי,83.0,א.ת מסחרי צור יצחק,צור יצחק,4580800.0,32.2415041,34.9972202,-1.401270469524458,3109
car_084,סיטי מתן,קרפור,קרפור סיטי,84.0,הדר 84,מתן,4585800.0,32.1590279,34.9733804,8.833285255061238,3629
car_085,סיטי מנחם בגין,קרפור,קרפור סיטי,85.0,מנחם בגין 152,תל אביב יפו,0.0,32.0794051,34.7950758,8.66146845056392,4280
car_089,סיטי תל אביב TLV,קרפור,קרפור סיטי,,קניון גינדי - רחוב קרליבך תל אביב,תל אביב יפו,6713208.0,32.0692273,34.7863364,9.181346071653149,6730
car_091,קרפור מרקט ריינס,קרפור,קרפור מרקט,,ריינס 6 שכונת קרית משה,ירושלים,9542731.0,31.8408456,35.2481814,-2.735557455469063,3195
car_092,קרית אתא קרפור מהדרי,קרפור,קרפור מהדרין,,העצמאות 42,קרית אתא,2807145.0,32.8036546,35.1041759,-2.469578934560519,4209
car_108,סיטי פנקס תל אביב,קרפור,קרפור סיטי,108.0,46-50 פנקס,תל אביב יפו,6226112.0,32.090765,34.788861,9.676029850648309,9327
car_116,סיטי ככר דיזנגוף,קרפור,קרפור סיטי,116.0,9 ככר דיזנגוף,תל אביב יפו,6428110.0,32.0983446,34.77493980000001,9.085300082582178,6729
car_117,סינמה סיטי,קרפור,קרפור היפר,117.0,סינמה סיטי באר שבע,באר שבע,3541416.0,31.234323996656695,34.799772831474684,-5.938530338000114,11049
car_118,קרפור חדרה דוד אלעזר,קרפור,קרפור,,דוד אלעזר 27,חדרה,3833128.0,32.4400939,34.9091025,-2.1070205815691456,7258
car_119,מרקט כרכור,קרפור,קרפור מרקט,119.0,"שדרות מחנה 80, מספר 4",פרדס חנה כרכור,0.0,32.46547413534561,34.98856952472133,-1.1302075894243462,7444
car_120,היפר אופקים,קרפור,קרפור היפר,120.0,בצלאל 1,אופקים,,31.318865510178096,34.629278389071956,-6.575935646182098,5635
car_1201,מגה יהלומים גבעתיים,קרפור,מגה,1201.0,1 כורזין,גבעתיים,5358301.0,32.05918965714699,34.81596990988867,-1.2998496430790967,5326
car_121,קרפור טמרה,קרפור,קרפור מרקט,121.0,טמרה,טמרה,1234456.0,32.85543142729637,35.18640762177128,-1.4404025298969878,4185
car_1228,תל כביר,קרפור,קרפור,1228.0,גרינבאום 45 תל כביר,תל אביב יפו,6810982.0,32.0404773,34.7658227,-1.8117706622574794,3869
car_123,מרקט בית שמש האמוראי,קרפור,קרפור מרקט,123.0,שדרות האמרואים 28,בית שמש,8713504.0,31.70741493158054,34.96692603908121,-2.265815625947354,6146
car_124,מרקט יבנה דואני,קרפור,קרפור מרקט,1.0,דואני 42,יבנה,7564312.0,31.87436402760722,34.73732356642603,-2.0673570533400323,6076
car_125,קרפור יבנה נאות שמיר,קרפור,קרפור מרקט,1.0,הרצל 19,יבנה,7080919.0,31.859517459941006,34.72168715796869,-1.244532717671848,7794
car_1252,קרפור אילת מעלה,קרפור,קרפור מרקט,,דרך יותם פינת רח ארגמן,אילת,8820206.0,29.55571120085781,34.94119398083048,-16.29310369168353,5931
car_126,היפר עפולה,קרפור,קרפור היפר,126.0,מנחם בגין 53,עפולה,1871338.0,32.60020237303198,35.29282357742796,-5.817626565694235,10898
car_127,היפר נתיבות מרכז,קרפור,קרפור היפר,1.0,בעלי מלאכה 3,נתיבות,8776202.0,31.418128767771762,34.59509801058291,-6.052253922689179,9953
car_128,היפר ירושלים תלפיות,קרפור,קרפור היפר,1.0,האומן 14,ירושלים,9342109.0,31.7507613153456,35.20996770874763,-5.995233485237246,10529
car_129,קרפור קרית שמונה,קרפור,קרפור מרקט,129.0,טשרניחובסקי 4,קרית שמונה,1103131.0,33.21086415546926,35.56873232415067,-6.221248168095061,8599
car_132,סיטי ויצמן תל אביב,קרפור,קרפור סיטי,132.0,20 ויצמן,תל אביב יפו,6423001.0,32.0831251,34.7893552,9.040482947232231,6398
car_140,סיטי גרינברג חיפה,קרפור,קרפור סיטי,140.0,20 א.צ גרינברג,חיפה,3475712.0,32.7754412,34.9915007,8.376721742312094,5136
car_1430,סיטי קניון קיראון,קרפור,קרפור סיטי,1430.0,שלמה המלך,קרית אונו,542335.0,32.0556897,34.86268950000001,9.108315915752087,4708
car_191,מגה ויצמן חולון,קרפור,מגה,191.0,48 סוקולוב,חולון,5832201.0,32.0182484,34.7707667,-1.4304601394880574,6690
car_2040,מגה כרמליה חיפה,קרפור,מגה,,אלכסנדר ינאי 3 חיפה,חיפה,3481603.0,32.797406,34.975196,8.124161710636944,2642
car_205,מרקט לה גרדיה תא,קרפור,קרפור מרקט,205.0,לה גרדיה 78,תל אביב יפו,6732506.0,32.0589248,34.8012154,-2.0825117925658856,5512
car_2070,סיטי כפר יונה דרום,קרפור,קרפור סיטי,2070.0,40 מנחם בגין,כפר יונה,4035736.0,32.3117945,34.9367876,9.082427154067073,4098
car_213,סיטי אבן גבירול תא,קרפור,קרפור סיטי,213.0,30 אבן גבירול,תל אביב יפו,6467807.0,32.0750419,34.7819586,9.324623592124528,8826
car_2150,קרפור מרקט אילת,קרפור,קרפור מרקט,2150.0,חטיבת גולני 43,אילת,88000.0,29.565905026747682,34.955755317253164,-20.131002087880763,5298
car_2180,מגה אבן יהודה,קרפור,מגה,2180.0,הדרים פינת המיסדים,אבן יהודה,4051113.0,32.2692212,34.89067910000001,8.799229131424324,4062
car_2190,מגה גני העיר רחובות,קרפור,מגה,,15 דרך ירושלים,רחובות,7663008.0,31.8802184,34.8206734,9.30722984581482,4004
car_221,מרקט מגדל נחום בת ים,קרפור,קרפור מרקט,221.0,65 שדרות העצמאות,בת ים,5939552.0,32.0283833,34.7488523,-1.2344658371038042,8592
car_2230,מרקט גני אביב לוד,קרפור,קרפור מרקט,2230.0,ארבע עונות 14,לוד,7145806.0,31.9590876,34.8803708,-1.9362560029000926,5834
car_2240,מרקט בית וגן ק.אתא,קרפור,קרפור מרקט,2240.0,10 העצמאות,קרית אתא,2807110.0,32.7983003,35.1027423,-1.4654407938535985,4371
car_2310,מרקט גן יבנה,קרפור,קרפור מרקט,2310.0,הרצל פ.קיבוץ גלויות,גן יבנה,7080901.0,31.7895298,34.7118682,-1.3750444328423033,3917
car_2320,סיטי קניון גבעתיים,קרפור,קרפור סיטי,2320.0,ויצמן פינת יצחק רבין,גבעתיים,5346903.0,32.0663446,34.8109297,9.799800631195932,6615
car_2330,סיטי אשדוד יב,קרפור,קרפור סיטי,2330.0,תמוז 14 מרכז מסחרי,אשדוד,7775114.0,31.7814535,34.6380512,8.721910459930035,4258
car_2410,מרקט עיר ימים נתניה,קרפור,קרפור מרקט,2410.0,שדרות בן גוריון,נתניה,4227231.0,32.2791567,34.8470676,-1.2855821660565974,5754
car_2470,ש. נאות חן חדרה,קרפור,קרפור,2470.0,הלל יפה 5 פינת סמילנסקי,חדרה,3820308.0,32.4339439,34.9158956,-2.7434485586963353,4389
car_2490,מגה כפר שלם,קרפור,מגה,2490.0,10 סנפיר,תל אביב יפו,6729801.0,32.0515996,34.8056166,8.975282125938016,3549
car_2518,מגה פארק הירקון,קרפור,מגה,,1 שלום אש,תל אביב יפו,6948307.0,32.100744,34.807026,9.080959553059968,3607
car_2530,מגה בת גלים,קרפור,מגה,2530.0,37 העליה השניה,חיפה,3501601.0,32.8318585,34.9792929,8.58357787598941,3577
car_2540,מרקט מודעין שמשוני,קרפור,קרפור מרקט,2540.0,עמק בית שאן פינת יחזקאל הנביא,מודיעין מכבים רעות,7171702.0,31.9120349,35.0018653,-2.2705467460036335,5581
car_256,מגה רמת יוסף בת ים,קרפור,מגה,256.0,20 מבצע סיני,בת ים,5951503.0,32.0206175,34.7568551,9.126369022324345,5379
car_2577,מגה לב נתניה,קרפור,מגה,2577.0,32 הרב קוק,נתניה,4226110.0,32.2950621,34.8505542,8.750048641774086,4096
car_2730,מגדל העמק,קרפור,קרפור,2730.0,ניצנים 39,מגדל העמק,2351330.0,32.6823717,35.2373076,-1.9504184338207233,3994
car_2740,מרקט שרונה רחובות,קרפור,קרפור מרקט,2740.0,מדר פינת דרך ירושלים,רחובות,7663101.0,31.8874564,34.8200824,-1.9195306494689375,5764
car_2750,"קרפור עמישב פ""ת",קרפור,קרפור מהדרין,,דרך מנחם בגין 96,פתח תקווה,4973295.0,32.069694,34.9142034,-2.456076335666962,4289
car_2840,מרקט אשדוד ח,קרפור,קרפור מרקט,2840.0,הרב לוין מ.מסחרי,אשדוד,7763804.0,31.7836627,34.6534113,-2.856390870885462,4245
car_2960,סיטי זכרון יעקב,קרפור,קרפור סיטי,2960.0,.10 חברה חשבונאית,זכרון יעקב,3094089.0,32.5661431,34.9424895,9.048744346915244,4749
car_2976,סיטי צפון באר שבע,קרפור,קרפור סיטי,2976.0,101 אברהם אבינו,באר שבע,8454001.0,31.2700224,34.7972186,8.905749813325773,2700
car_3020,בית אליעזר,קרפור,קרפור היפר,,חדרה,חדרה,3848221.0,32.4339559,34.9158064,9.28182426561104,2888
car_3050,מגה קניון כפר יונה,קרפור,מגה,3050.0,6 שרת,כפר יונה,4035806.0,32.3207607,34.9360101,8.842289374571747,3140
car_3174,סיטי גבעת שמואל,קרפור,קרפור סיטי,3174.0,האורנים,גבעת שמואל,54045301.0,32.0679616,34.8457903,8.57628564275257,2748
car_3180,מגה רמות צהלה,קרפור,מגה,3180.0,4-6 גרפית,תל אביב יפו,6930041.0,32.121315,34.830805,9.119673531005716,2808
car_3210,מגה לב אשקלון,קרפור,מגה,,שכונת שמשון,אשקלון,7864118.0,31.65515009416126,34.55664150563116,9.033184519039146,3590
car_3280,סיטי אלוני השרון,קרפור,קרפור סיטי,3280.0,תום לנטוס 26 ק.השרון,נתניה,4276001.0,32.30698939271339,34.86910161128421,8.536664301664288,3400
car_329,סיטי נאות רחל חולון,קרפור,קרפור סיטי,329.0,מגה בעיר,חולון,5836111.0,32.018338341531155,34.76472249454291,9.171509367296425,8560
car_3300,מגה שכונה ו באר שבע,קרפור,מגה,,קנ.אביה שד.שאול המלך,באר שבע,8479612.0,31.261528,34.784254,-2.064355857766318,4454
car_337,מגה נאות אפקה,קרפור,מגה,,15 לאה,תל אביב יפו,6941215.0,32.1202037931965,34.8203992233843,9.349733524791784,7660
car_3420,מגה אלנבי ירושלים,קרפור,מגה,,"בית""ר פינת ינובסקי",ירושלים,9338603.0,31.7554312561794,35.2243191828876,-1.43830748389646,4197
car_3440,סיטי מזכרת בתיה,קרפור,קרפור סיטי,3440.0,8 שדרות אליהו,מזכרת בתיה,7685448.0,31.8544885,34.8422381,8.699317293520235,3584
car_345,סיטי נאות שושנים חול,קרפור,קרפור סיטי,345.0,הסתדרות 104,חולון,5840006.0,32.0167759,34.7813891,8.897526414811468,6623
car_3506,סיטי גבעת סביון,קרפור,קרפור סיטי,3506.0,78 הגליל,גני תקווה,5591478.0,32.0570106,34.8686103,8.61555005721367,4310
car_353,סיטי הצרכנייה אשדוד,קרפור,קרפור סיטי,353.0,25 רוגוזין,אשדוד,7744003.0,31.8041835,34.6429239,9.09590162225832,7586
car_3580,סיטי רמות אלון חיפה,קרפור,קרפור סיטי,3580.0,29 יגאל אלון,חיפה,3298331.0,32.7732794,35.0130904,8.652452732499707,4061
car_3600,מגה בעיר- שטמפפר,קרפור,מגה,,"שטמפפר 73, פינת אבניאל פ""ת",פתח תקווה,4929078.0,32.093471,34.8902527,9.17827327161564,3362
car_3610,הרצל חיפה,קרפור,קרפור,,הרצל 97,חיפה,3321609.0,32.804778,35.0033715,-2.781318329120992,3453
car_3680,קרפור מרקט בית שמש,קרפור,קרפור מרקט,,נחל השורק 23,בית שמש,9909135.0,31.7145524,34.9886899,-2.376969146855332,4376
car_3700,מרקט נווה זאב בש,קרפור,קרפור מרקט,3700.0,64 יוהנה זבוטינסקי,באר שבע,8425842.0,31.2395415,34.7740533,-1.9317037021047894,5831
car_3740,מרקט אפרידר אשקלון,קרפור,קרפור מרקט,3740.0,5 שדרות ירושלים,אשקלון,761719.0,31.6778055,34.5753127,-2.137353861672379,3576
car_3850,סיטי בית הכרם ים,קרפור,קרפור סיטי,3850.0,אבי זהר,ירושלים,9626701.0,31.7753984,35.1875994,9.066364796589738,5481
car_3990,סיטי תל ברוך תא,קרפור,קרפור סיטי,3990.0,8 בקר,תל אביב יפו,6464316.0,32.1227035,34.816677,9.399484968212178,4505
car_400,רפור סיטי קניון כפר סבא (1030),קרפור,קרפור סיטי,400.0,כצנלסון 20,כפר סבא,4440522.0,32.17866029246674,34.90361539912085,9.15021213656255,8014
car_401,קרפור סיטי הוד השרון,קרפור,קרפור סיטי,401.0,שלום עליכם 1,הוד השרון,4500901.0,32.15934863573798,34.887957125952326,9.285300550093694,7118
car_402,קרפור סיטי דיזנגוף,קרפור,קרפור סיטי,402.0,דיזנגוף 65,תל אביב יפו,6433237.0,32.07590257397277,34.774601381768896,9.443185426843623,9557
car_403,קרפור סיטי הצרכנייה רמלה,קרפור,קרפור סיטי,403.0,שדרות הרצל 45,רמלה,7240613.0,31.931969207144462,34.869324564567385,-2.124501669368731,6063
car_405,קרפור סיטי נווה כרמית,קרפור,קרפור סיטי,405.0,זבוטינסקי 65,ארשון לציון,7521819.0,31.966792099340918,34.799095807509204,9.033267050233688,7940
