store_code,store_name,chainname,subchainname,storeid,address,city,zipcode,latitude,longitude,average_price_diff,kashi_item_count
osh_019,עפולה,אושר עד,אושר עד,19.0,לסקוב,עפולה,0.0,32.62501598837555,35.31467838100988,-15.733301235635365,1834
osh_020,לוד,אושר עד,אושר עד,20.0,בת שבע 1 מתחם טלרד,לוד,7120101.0,31.9533935,34.8917808,-11.164774853083467,1768
osh_022,אשקלון בת הדר,אושר עד,אושר עד,22.0,בת הדר,אשקלון,7910300.0,31.648125,34.597146,-10.877228626129154,1761
osh_023,נתניה,אושר עד,אושר עד,23.0,שדרות תום לנטוס,נתניה,4276019.0,32.3036425,34.8696287,-10.982126745555012,1813
osh_024,תל אביב,אושר עד,אושר עד,24.0,קרמינצקי 3,תל אביב יפו,6789903.0,32.067096,34.7936383,-11.396620592513438,1777
osh_025,ראשון לציון,אושר עד,אושר עד,25.0,אצל 26,ראשון לציון,7570630.0,31.9722597,34.8093139,-11.72615201313278,1794
osh_026,תלפיות,אושר עד,אושר עד,26.0,פייר קניג 26 קניון הדר,ירושלים,9346934.0,31.7534343,35.213897,-12.055900741447033,1803
osh_028,שמגר,אושר עד,אושר עד,28.0,שמגר 16,ירושלים,9446116.0,31.7947479,35.208407,-13.933451700868538,1547
osh_029,קרית ים,אושר עד,אושר עד,29.0,גולדה מאיר 2,קרית ים,2905737.0,32.8560183,35.0776785,-11.125190354346568,1771
osh_030,חיפה,אושר עד,אושר עד,30.0,דרך בר יהודה 31,חיפה,3262724.0,32.8009038,35.013511,-11.434347711043912,1810
osh_031,כפר סבא,אושר עד,אושר עד,31.0,דרך הים 9,כפר סבא,4418001.0,32.18499,34.953063,-12.630382408432611,1793
osh_032,קרית אונו,אושר עד,אושר עד,32.0,שמירה אימבר גדיש 9,קרית אונו,5510101.0,32.035023,34.864173,-11.688836910262184,1795
ram_002,בזק מחסני מזון,רמי לוי,רמי לוי,2.0,יד חרוצים 18,ירושלים,0.0,31.7510508,35.2153716,-12.80513154829479,2120
ram_003,רמי לוי בשכונה,רמי לוי,רמי לוי,3.0,90 דרך החורש,ירושלים,0.0,31.8092121,35.1941519,-12.742378162669848,1677
ram_005,רב מכר,רמי לוי,רמי לוי,5.0,הפרסה 3,ירושלים,0.0,31.7520269,35.2091884,-12.695385282437698,2378
ram_006,מישור אדומים,רמי לוי,רמי לוי,6.0,איתם 1,מישור אדומים,0.0,31.793032568625936,35.334513115197595,-12.96718668011863,2491
ram_007,מבשרת,רמי לוי,רמי לוי,7.0,החוצבים 10,מבשרת ציון,0.0,31.7964782,35.1465644,-12.757984632962193,2360
ram_008,שער בנימין,רמי לוי,רמי לוי,8.0,מרכז מסחרי מטה בנמין,ירושלים,0.0,31.8657346800454,35.2596698516709,-13.004982793106116,2259
ram_009,קסיטנה,רמי לוי,רמי לוי,9.0,א.ת באר טוביה,קרית מלאכי,0.0,31.7278229,34.754139,-14.047720936359632,2286
ram_010,מודיעין חדש,רמי לוי,רמי לוי,10.0,א.ת שילת,מודיעין מכבים רעות,0.0,31.921173,35.014572,-12.76778916593441,2346
ram_011,עפולה,רמי לוי,רמי לוי,11.0,יהושוע חנקין 14,עפולה,0.0,32.6036284,35.2930192,-13.755564070077725,2441
ram_012,ביתר עלית,רמי לוי,רמי לוי,12.0,ביתר עלית,ירושלים,0.0,31.69984809999999,35.107769,-13.266082410514203,1816
ram_013,גבעת שאול,רמי לוי,רמי לוי,13.0,בית הדפוס 13,ירושלים,0.0,31.7857605,35.1873851,-12.53134495396195,2142
ram_014,טבריה,רמי לוי,רמי לוי,14.0,צומת פוריה ביג,טבריה,0.0,32.7844835,35.4986223,-12.931259350729905,2386
ram_015,נשר,רמי לוי,רמי לוי,15.0,דרך השלום 13,חיפה,0.0,32.7701955,35.0473851,-12.9450002903666,2428
ram_016,רמת גן איילון,רמי לוי,רמי לוי,16.0,מבצע קדש 68,בני ברק,0.0,32.1013984,34.8311958,-12.689962003840208,2327
ram_017,ראש העין,רמי לוי,רמי לוי,17.0,א.ת לב הארץ,ראש העין,0.0,32.1072425,34.9555511,-12.865091122897807,2372
ram_019,אדמרליטי,רמי לוי,רמי לוי,19.0,חלוצי התעשיה 73,חיפה,0.0,32.8187067,35.0536682,-12.523752053089508,2462
ram_020,זכרון יעקב,רמי לוי,רמי לוי,20.0,מול זכרון,זכרון יעקב,0.0,32.569352,34.93345,-13.05653265736172,2558
ram_022,כנפי נשרים,רמי לוי,רמי לוי,22.0,כנפי נשרים 26,ירושלים,0.0,31.7882871,35.1850293,-12.57928109930448,2002
ram_023,גוש עציון,רמי לוי,רמי לוי,23.0,צומת גוש עציון,גוש עציון,0.0,31.6425423,35.15158,-13.182528766950204,2365
ram_024,נתניה,רמי לוי,רמי לוי,24.0,המחקר 3,נתניה,0.0,32.2927627,34.8623046,-12.831599927302396,2410
ram_025,מודעין ישפרו,רמי לוי,רמי לוי,25.0,מתחם ישפרו,מודיעין מכבים רעות,0.0,31.889053458316987,34.96044549373903,-13.004456779641211,2272
ram_026,אשדוד,רמי לוי,רמי לוי,26.0,היהלומים 8,אשדוד,0.0,31.8142964,34.6595852,-14.059730258811932,2429
ram_027,באר שבע,רמי לוי,רמי לוי,27.0,הע.ל עמק שרה,באר שבע,0.0,31.23328170126853,34.799941899372875,-12.969484117208783,2353
ram_028,עכו,רמי לוי,רמי לוי,28.0,בוליטמור 2,עכו,0.0,32.8990325,35.0914497,-12.925764680729092,2326
ram_029,פרדס חנה ביג,רמי לוי,רמי לוי,29.0,תדהר 1,פרדס חנה כרכור,0.0,32.4888176,34.9705182,-12.829374127150176,2438
ram_030,קדימה,רמי לוי,רמי לוי,30.0,הזרם 2,קדימה,0.0,32.2762888,34.9204034,-12.979012172040473,2278
ram_031,נתיבות,רמי לוי,רמי לוי,31.0,צומת בית הגדי,נתיבות,0.0,31.422839,34.607878,-13.029747837130177,2321
ram_032,נהריה,רמי לוי,רמי לוי,32.0,היוצרים א.ת צפוני,נהריה,0.0,33.0327904,35.1034588,-12.173840695102282,2424
ram_033,כפר סבא,רמי לוי,רמי לוי,33.0,גלגלי פלדה 2,כפר סבא,0.0,32.1728401,34.9275245,-12.795745106484864,2339
ram_034,פתח תקווה,רמי לוי,רמי לוי,34.0,הסיבים 37,פתח תקווה,0.0,32.0877037,34.8573341,-13.189065367742028,2342
ram_035,אשקלון,רמי לוי,רמי לוי,35.0,המתכנן 8,אשקלון,0.0,31.6355114,34.5528526,-12.780482898038102,2251
ram_036,כרמיאל,רמי לוי,רמי לוי,36.0,היוצרים 7,כרמיאל,2165233.0,32.9235,35.3080062,-12.934144764254391,2384
ram_037,נתניה חדש,רמי לוי,רמי לוי,37.0,האורזים 8,נתניה,0.0,32.322118237156204,34.87136195739262,-12.54975091910011,2288
ram_038,קרית שמונה,רמי לוי,רמי לוי,38.0,איזור תעשיה צפוני קרית שמונה,קרית שמונה,0.0,33.216187,35.587746,-13.133327256716495,2200
ram_040,יבנה,רמי לוי,רמי לוי,40.0,הקישון 9 קניון G,יבנה,0.0,31.885868,34.7338294,-12.965157967699582,2367
ram_041,רחובות,רמי לוי,רמי לוי,41.0,מוטי קינד 1,רחובות,7638507.0,31.89335419999999,34.7865316,-9.945057442572388,2321
ram_042,לוד,רמי לוי,רמי לוי,42.0,שד הציונות 1,לוד,7127710.0,31.94530289999999,34.8917808,-13.056937007887674,2089
ram_043,ראשון לציון,רמי לוי,רמי לוי,43.0,שד משה דיין,ראשון לציון,7565839.0,31.98476377570436,34.76957949454104,-12.952725972663272,2269
ram_044,חדרה,רמי לוי,רמי לוי,44.0,השלום 1,חדרה,3846201.0,32.4555358,34.9052124,-13.921196915024423,2913
ram_045,בת ים,רמי לוי,רמי לוי,45.0,העמל 20,בת ים,5960705.0,32.0045095,34.7475226,-12.870696401874767,2359
ram_046,רעננה,רמי לוי,רמי לוי,46.0,החרושת 12,רעננה,4365706.0,32.194741,34.8812187,-12.87790776796092,2337
ram_048,עטרות,רמי לוי,רמי לוי,48.0,קניון עטרות,ירושלים,0.0,31.8534787,35.2175129,-12.849550133941019,2283
ram_049,בית שמש,רמי לוי,רמי לוי,49.0,יגאל אלון 4,בית שמש,9906204.0,31.756019391952368,34.986640894528605,-12.840152237440748,2260
ram_050,חולון,רמי לוי,רמי לוי,50.0,תמנע 6,חולון,5881213.0,32.0239698,34.7983618,-12.80650172653558,2501
ram_053,אריאל,רמי לוי,רמי לוי,53.0,הבנאי 6,אריאל,0.0,32.1007198,35.1701331,-12.895721643285265,2347
ram_054,קרית גת,רמי לוי,רמי לוי,54.0,דרך הדרום 3 מרכז ביג,קרית גת,0.0,31.6038516,34.7722626,-12.96098575268148,2343
ram_055,רמת החייל,רמי לוי,רמי לוי,55.0,דבורה הנביאה 127,תל אביב יפו,8424408.0,32.1130943,34.8425025,-13.050101224652014,2456
ram_056,אשקלון צפון,רמי לוי,רמי לוי,56.0,צהל 99,אשקלון,0.0,31.6619129,34.5945205,-13.037123941617674,2189
ram_057,עזריאלי חיפה,רמי לוי,רמי לוי,57.0,משה פלימן 4,חיפה,3508416.0,32.7896594,34.9656482,-12.629054640986043,2269
ram_058,חדרה ויוה,רמי לוי,רמי לוי,58.0,תרנא 20,חדרה,0.0,32.4368339,34.9254335,-12.656115473610331,1666
ram_059,רמלה,רמי לוי,רמי לוי,59.0,שדרות הרצל 91,רמלה,7243003.0,31.9263512,34.876961,-13.315549424782901,1629
ram_061,כרמי גת,רמי לוי,רמי לוי,61.0,כרמי גת,קרית גת,,31.604080015409,34.7722625952482,-12.983349024901914,2345
ram_062,צק פוסט,רמי לוי,רמי לוי,62.0,בר יהודה ישראל 111,חיפה,0.0,32.7705497,35.0478477,-10.280607700346035,2335
ram_063,ביג באר שבע החדש,רמי לוי,רמי לוי,63.0,דרך חברון 21,באר שבע,8424408.0,31.243032289663315,34.8144199480922,-13.070452957309751,2316
ram_064,אור עקיבא,רמי לוי,רמי לוי,64.0,הכרמל 1,אור עקיבא,0.0,32.5180022290255,34.9164170712881,-13.231448224395429,1929
ram_066,מגדל העמק,רמי לוי,רמי לוי,66.0,כפר החורש,מגדל העמק,,32.6958230414412,35.2315663738441,-13.778685908995124,2351
ram_068,רמי לוי יהלום נתניה,רמי לוי, רמי לוי לעסקים,68.0,יהלום,נתניה,0.0,32.3290985063897,34.86044690214812,-12.742217927830808,2066
ram_069,אופקים,רמי לוי,רמי לוי,69.0,מנחם בגין 2,אופקים,87585.0,31.849837621937873,34.843866481768934,-12.892503511731197,2270
ram_071,רמת בית שמש,רמי לוי,רמי לוי,71.0,שדרות נהר הירקון 38,בית שמש,0.0,31.7074303,34.9994121,-12.886053926071776,2004
ram_074,רמי לוי בית שאן,רמי לוי,רמי לוי,74.0,בית שאן,בית שאן,0.0,32.49803100835091,35.50451942226555,-13.659528800306203,1722
ram_203,אילת,רמי לוי,רמי לוי,203.0,הזגג 11,אילת,8850713.0,29.5698833,34.9612922,-25.916840785188402,2396
ram_700,בית הפירות פסגת זאב,רמי לוי,רמי לוי,700.0,הרוזמרין 33,ירושלים,0.0,31.7323116,35.200415,0.9207716344886818,923
ram_703,בית הפירות פת,רמי לוי,רמי לוי,703.0,(כתובת לא מצוינת),ירושלים,0.0,31.7488339422687,35.1978327989126,-0.4537589581864202,927
ram_704,בית הפירות בית שמש,רמי לוי,רמי לוי,704.0,unknown,בית שמש,0.0,31.748987925058373,34.98618402336423,0.5019817214828305,1025
ram_705,בית הפירות קרית יובל,רמי לוי,רמי לוי,705.0,אורוגוואי 1,ירושלים,0.0,31.7610863760781,35.1754852443161,-0.05128755222060467,925
ram_708,עזריאלי אור יהודה,רמי לוי,רמי לוי,708.0,קניון עזריאלי אור יהודה מינוס 1,אור יהודה,0.0,32.025119,34.858117,0.9151650656480543,806
ram_709,שבט לוי אשדוד,רמי לוי,רמי לוי בשכונה,709.0,שבט לוי 14 רובע יב,אשדוד,0.0,31.7778244,34.636615,0.6131487967282812,1173
ram_710,אלי כהן אשקלון,רמי לוי,רמי לוי בשכונה,710.0,אלי כהן 43,אשקלון,0.0,31.669926,34.582204,0.9211178397793937,854
ram_711,רגר באר שבע,רמי לוי,רמי לוי בשכונה,711.0,יעקב כהן 12,באר שבע,0.0,31.254603,34.79755862431955,1.9781361200735654,957
ram_713,בן גוריון גבעתיים,רמי לוי,רמי לוי בשכונה,713.0,בן גוריון 182,גבעתיים,0.0,32.0750352,34.8183712,1.0798136436406915,1607
ram_714,מגדיאל הוד השרון,רמי לוי,רמי לוי בשכונה,714.0,מגדיאל 57,הוד השרון,0.0,32.1595098,34.90185185,0.5190718321969131,1179
ram_715,סוקולוב הרצליה,רמי לוי,רמי לוי בשכונה,715.0,סוקולוב 56,הרצליה,0.0,32.1670426,34.846248,1.0770208919627526,1077
ram_716,הרצל חדרה,רמי לוי,רמי לוי בשכונה,716.0,הרצל 27,חדרה,0.0,32.437384322,34.9190038,0.48446593237267893,986
ram_718,שוויצריה סוקולוב,רמי לוי,שוויצריה הקטנה,718.0,סוקולוב 84,חולון,0.0,32.0226326,34.77825519,-0.8931800367398973,592
ram_719,רוטשילד כפר סבא,רמי לוי,רמי לוי בשכונה,719.0,רוטשילד 39,כפר סבא,0.0,32.1743881,34.90785819,1.100462808566805,966
ram_720,הרטום נתניה,רמי לוי,רמי לוי בשכונה,720.0,הרטום 40,נתניה,0.0,32.3105188,34.87186989,-0.28658892376988315,1048
ram_721,שוויצריה ויצמן נתניה,רמי לוי,שוויצריה הקטנה,721.0,וייצמן 14,נתניה,0.0,32.329873159,34.859164426,1.0504589711962293,1459
ram_722,חטיבה תשע עפולה,רמי לוי,סופר קופיקס,722.0,חטיבה תשע 34,7700,0.0,32.611977947,35.288221368,-0.18869929887426776,824
ram_723,רמי לוי פרדסיה,רמי לוי,רמי לוי בשכונה,723.0,הארז 32,פרדסיה,0.0,32.30571776866573,34.90780931643254,1.3811724666355718,1001
ram_724,קניון אבנת פתח תקווה,רמי לוי,שוויצריה הקטנה,724.0,זבוטינסקי 72,פתח תקווה,0.0,32.09309438,34.8654668,0.22631164800931677,1013
ram_725,שטמפפר פתח תקווה,רמי לוי,רמי לוי בשכונה,725.0,שטמפפר 37,פתח תקווה,0.0,32.0914146638,34.88715995,1.5627190156573925,821
ram_726,רוטשילד פתח תקווה,רמי לוי,רמי לוי בשכונה,726.0,רוטשילד 182,פתח תקווה,0.0,32.0759584767,34.8854813,0.44370034166139416,962
ram_727,קיריון קרית ביאליק,רמי לוי,רמי לוי בשכונה,727.0,דרך עכו 192,קרית ביאליק,0.0,32.8429886,35.0923142,-0.09870783891411718,862
ram_728,שבזי ראש העין,רמי לוי,רמי לוי בשכונה,728.0,שבזי 12,2640,0.0,32.0978894,34.9409454,0.33194384567692914,778
ram_729,קניון הבאר,רמי לוי,רמי לוי בשכונה,729.0,קניון הבאר,ראשון לציון,0.0,31.975858685645637,34.77402106570462,-9.17818339145907,1201
ram_730,רמי לוי רוטשילד ראשון לציון,רמי לוי,רמי לוי בשכונה,730.0,רוטשילד 45,ראשון לציון,0.0,31.963593884931356,34.80152142594321,0.6285467079381821,1295
ram_731,ביאליק רמת גן,רמי לוי,רמי לוי בשכונה,731.0,ביאליק 79,רמת גן,0.0,32.08595115438999,34.81007812224632,0.7306807706578271,1135
ram_732,רמי לוי אחוזה,רמי לוי,רמי לוי בשכונה,732.0, 83 אחוזה,רעננה,0.0,32.17979178887613,34.87857854504146,0.10055956527555684,1045
ram_733,בן יהודה תל אביב,רמי לוי,רמי לוי בשכונה,733.0,בן יהודה 23,תל אביב,0.0,32.0762671,34.7679687,-0.10366469319168731,1164
ram_734,אסתר המלכה תל אביב,רמי לוי,רמי לוי בשכונה,734.0,אסתר המלכה 4,תל אביב,0.0,32.0790473,34.7744319,0.5520617362900015,1136
ram_735,החשמונאים תל אביב,רמי לוי,רמי לוי בשכונה,735.0,חשמונאים 100,תל אביב,0.0,32.0692075,34.786733,0.619633285376756,1039
ram_736,שוקן תל אביב,רמי לוי,רמי לוי בשכונה,736.0,שוקן 1,תל אביב,0.0,32.0547148,34.7722382,0.16984721505405523,1219
ram_737,בן יהודה תל אביב,רמי לוי,רמי לוי בשכונה,737.0,בן יהודה 174,תל אביב,0.0,32.0875412,34.773397,0.4060692264071799,811
shu_001,"שלי ת""א- בן יהודה",שופרסל,שופרסל שלי,1.0,בן יהודה 79,תל אביב יפו,6343504.0,32.0813121,34.7704048,5.187193181164105,2631
shu_002,שלי ירושלים- אגרון,שופרסל,שופרסל שלי,2.0,אגרון 1,ירושלים,942650.0,31.7767924,35.2201038,5.53797668557689,2897
shu_003,שלי גבעתיים- סירקין,שופרסל,שופרסל שלי,3.0,סירקין 17,גבעתיים,5325101.0,32.0783522,34.8154036,5.257584053168694,2752
shu_004,שלי חיפה- כרמל,שופרסל,שופרסל שלי,4.0,שד' הנשיא 124 מר,חיפה,3463305.0,32.80263,34.983837,5.540056858667357,3034
shu_005,שלי ירושלים- יובל,שופרסל,שופרסל שלי,5.0,אורוגאי 3,ירושלים,9670102.0,31.760715229964752,35.17664214055967,5.426584070646512,3080
shu_007,"שלי ת""א- ארלוזורוב",שופרסל,שופרסל שלי,7.0,ארלוזרוב 53,תל אביב יפו,6264605.0,32.0860627,34.7787596,5.373127630953783,2831
shu_009,שלי נתניה- ויצמן,שופרסל,שופרסל שלי,9.0,שד' ויצמן 27,נתניה,4225012.0,32.3314167,34.8586214,5.375369278911661,2800
shu_011,"שלי ת""א- נורדאו",שופרסל,שופרסל שלי,11.0,אבן גבירול 157,תל אביב יפו,6203719.0,32.0915815108724,34.7825578835811,4.985394017846725,2705
shu_012,יש בני ברק- ירושלים,שופרסל,יש בשכונה,12.0,ירושלים  70,בני ברק,5144404.0,32.0830544,34.8262388,-4.6146270198167425,1773
shu_013,יוניברס בית שמש- העליה,שופרסל,יוניברס,13.0,העליה 1,בית שמש,9902101.0,31.7526603,34.986746,-5.178226109542343,2786
shu_014,דיל ברנע אשקלון,שופרסל,שופרסל דיל,14.0,שדרות ירושלים 122,אשקלון,0.0,31.688549,34.572634,-3.8390405156408063,3179
shu_015,"יש פ""ת- רוטשילד",שופרסל,יש בשכונה,15.0,רוטשילד 79,פתח תקווה,4947352.0,32.0863037,34.8822187,-4.39662226196425,1789
shu_017,שלי חיפה- חורב,שופרסל,שופרסל שלי,17.0,חורב 15,חיפה,3434119.0,32.7843377,34.9870127,5.703956126421643,3119
shu_018,דיל חולון-קרן היסוד,שופרסל,שופרסל דיל,18.0,קרן היסוד 1 ק.שר,חולון,5848930.0,32.0082068,34.7912443,-3.799558102690156,3184
shu_019,שלי חיפה- זיו,שופרסל,שופרסל שלי,19.0,כצנלסון/מנדל 67,חיפה,3276617.0,32.78046500000001,35.017019,5.289981385083625,2864
shu_020,שלי רחובות- הרצל,שופרסל,שופרסל שלי,20.0,הרצל 183,רחובות,7626902.0,31.8989977,34.8099711,5.213067274209769,2945
shu_021,יש מרים ירושלים-  פארן,שופרסל,יש בשכונה,21.0,פארן 7 רמת אשכול,ירושלים,9780209.0,31.8006054,35.228641,-4.743314203841129,1651
shu_022,שלי נתניה- סמילנסקי,שופרסל,שופרסל שלי,22.0,סמילנסקי 13,נתניה,4243111.0,32.3272194,34.8550823,5.090792519931745,2853
shu_023,שלי מיתר,שופרסל,שופרסל שלי,23.0,מרכז מסחרי מיתר,מיתר,8502500.0,31.327465,34.9391288,5.522228448909659,2943
shu_024,שלי אשדוד- הנביאים,שופרסל,שופרסל שלי,24.0,הנביאים 3 רובע י,אשדוד,7747303.0,31.7835101,34.6474636,5.471401563833576,2844
shu_027,שלי רעננה- אחוזה,שופרסל,שופרסל שלי,27.0,אחוזה 82,רעננה,4320945.0,32.1797063,34.8791798,6.8876662062848455,3096
shu_028,"שלי ת""א- צה""ל",שופרסל,שופרסל שלי,28.0,"צה""ל 71, מרכ",תל אביב יפו,6935139.0,32.1227143,34.8295488,6.747419166712478,3392
shu_029,אקספרס האודם חריש,שופרסל,שופרסל אקספרס,29.0,האודם,חריש,0.0,32.46726065097,35.041493028267894,10.229159219008446,2317
shu_030,שלי רמת גן- קריניצי,שופרסל,שופרסל שלי,30.0,יוסף ספיר 9,רמת גן,5262209.0,32.05577321333753,34.84955919400675,7.051509113377009,2976
shu_032,שלי רמת גן- קסם,שופרסל,שופרסל שלי,32.0,הירדן 90,רמת גן,5224701.0,32.06140799872491,34.82813629551786,5.233861958681434,2724
shu_033,שלי חיפה- סטלה,שופרסל,שופרסל שלי,33.0,טשרניחובסקי/35,חיפה,3570323.0,32.7940463,34.989571,5.328327750544042,2869
shu_034,שלי רמת השרון- סוקולוב,שופרסל,שופרסל שלי,34.0,סוקולוב 48,רמת השרון,4723514.0,32.1436352,34.8378613,5.495960423516266,2865
shu_035,יוניברס באר שבע וולפסון,שופרסל,יוניברס,35.0,רח' וולפסון 13,באר שבע,8489721.0,31.2220096,34.8034019,-5.355371153745606,2755
shu_036,"שלי כ""ס- רוטשילד",שופרסל,שופרסל שלי,36.0,רוטשילד 65,כפר סבא,4420131.0,32.1737383,34.9080277,5.341904195043837,2733
shu_038,שלי חיפה- דניה,שופרסל,שופרסל שלי,38.0,ליבריה 2 דניה,חיפה,3491370.0,32.768007,35.005274,5.1019101585183035,2594
shu_039,"שלי ת""א- ברזיל",שופרסל,שופרסל שלי,39.0,ברזיל 15,תל אביב יפו,6946025.0,32.11181132483824,34.7963370541252,5.610980718761495,3243
shu_040,"שלי ב""ש- עומר",שופרסל,שופרסל שלי,40.0,רותם מרכ מסחרי ע,עומר,8496500.0,31.264479,34.8505942,6.643848628853613,3193
shu_042,שלי ירושלים- ניות,שופרסל,שופרסל שלי,42.0,בורלא 1 שכ.ניות,ירושלים,9371401.0,31.768303,35.202846,5.719352620402396,2906
shu_043,שלי הוד השרון- הבנים,שופרסל,שופרסל שלי,43.0,הבנים 12,הוד השרון,4526814.0,32.156077,34.8922831,5.3851070288085205,2905
shu_045,דיל ירושלים- תלפיות,שופרסל,שופרסל דיל,45.0,פייר קניג 35,ירושלים,9346943.0,31.753757040940155,35.21500114426202,-3.74250714780388,3337
shu_049,"דיל ב""ש- הר בוקר",שופרסל,שופרסל דיל,49.0,הר בוקר  17,באר שבע,8489819.0,31.2726101,34.8105409,-4.055861885118675,2839
shu_050,שלי מבשרת ציון,שופרסל,שופרסל שלי,50.0,שלום 75 שכונה ג,מבשרת ציון,9071425.0,31.8041219,35.1551013,5.159021698914534,2845
shu_051,אקספרס הרצליה,שופרסל,שופרסל אקספרס,51.0,צמרות 2,הרצליה,0.0,32.162413,34.844675,12.31805582433803,2381
shu_056,אקספרס  חריש הרימון,שופרסל,שופרסל אקספרס,56.0,האורן 47,חריש,0.0,32.459159742005724,35.04421448071977,12.4401522925729,2766
shu_057,שלי רמת השרון- אוסישקין,שופרסל,שופרסל שלי,57.0,אוסישקין 5,רמת השרון,4721005.0,32.1384018,34.8413326,4.992266760935885,2877
shu_061,אקספרס צור משה,שופרסל,שופרסל אקספרס,61.0,הערבה,צור משה,,32.2999732,34.9104653,11.558226616931186,2866
shu_062,יש חסד רכסים,שופרסל,יש חסד,62.0,הכלניות 49,רכסים,0.0,32.7547372,35.1034611,-14.659353143893428,1715
shu_065,"דיל ב""ש- צ'ורלי",שופרסל,שופרסל דיל,65.0,אורגים פינת ב.ג,באר שבע,84105.0,31.2539529,34.8148199,-4.243132911978602,2673
shu_068,דיל כורדני,שופרסל,שופרסל דיל,68.0,ירושלים 1,קרית מוצקין,0.0,32.8590833060804,35.0928376822774,-3.840262235134367,3243
shu_069,"שלי ת""א- רמת אביב ב",שופרסל,שופרסל שלי,69.0,טאגור 38,תל אביב יפו,6920340.0,32.107476,34.795951,5.693744044579322,3181
shu_070,שלי רמת גן-מרום נווה,שופרסל,שופרסל שלי,70.0,"תרצה 19 ר""ג",רמת גן,5236431.0,32.071648,34.830577,5.661022939760477,3222
shu_071,יוניברס תל חנן  נשר,שופרסל,יוניברס,71.0,בר יהודה 147,נשר,3688306.0,32.7804467,35.0380194,-5.0426858564533195,2840
shu_072,שלי רעות,שופרסל,שופרסל שלי,72.0,חבל מודיעין,מודיעין מכבים רעות,71908.0,31.887127426466417,35.018523115256244,5.568860516148996,3165
shu_073,יש חסד אשדוד,שופרסל,יש חסד,73.0,חנה סנש 9,אשדוד,7747303.0,31.7998277,34.6623938,-14.411157098766424,1862
shu_076,דיל אריאל,שופרסל,שופרסל דיל,76.0,רח' מוריה,אריאל,0.0,32.10235580000001,35.2061426,-3.9394592826048354,3166
shu_077,דיל  חריש,שופרסל,שופרסל דיל,77.0,דרך ארץ,חריש,0.0,32.470755701829056,35.03926815409079,-4.235071054039737,2690
shu_078,יש הר נוף ירושלים-שאולזו,שופרסל,יש בשכונה,78.0,שאולזון 56,ירושלים,9540057.0,31.7861401,35.1737005,-4.035569405976806,1581
shu_079,אקספרס חריש,שופרסל,שופרסל אקספרס,79.0,נחשול 30,חריש,3786100.0,32.4625603287282,35.046575814361255,11.821073821571762,2332
shu_080,"שלי ראשל""צ- נווה הדרים",שופרסל,שופרסל שלי,80.0,ברנשטיין 2,ראשון לציון,7550302.0,31.960039,34.817174,5.631156895724324,2830
shu_081,יש חסד מודיעין עלית דרום,שופרסל,יש חסד,81.0,שערי תשובה 3,מודיעין עילית,0.0,31.927326714471672,35.03835288104565,-14.48563737811953,1708
shu_082,אקספרס חולון,שופרסל,שופרסל אקספרס,82.0,שמריהו לוין 2,חולון,0.0,32.0180655,34.7706369,12.2620175103296,3012
shu_083,"דיל ב""ש- שאול המלך",שופרסל,שופרסל דיל,83.0,קניון שאול המלך,באר שבע,8446811.0,31.2621396,34.776395,-4.197050933207462,2803
shu_084,אקספרס בית חשמונאי,שופרסל,שופרסל אקספרס,84.0,אקספרס בית חשמונאי,ביתחשמונאי,0.0,31.889624,34.9173131,12.033121589648559,2314
shu_087,דיל רעננה- החרושת,שופרסל,שופרסל דיל,87.0,החרושת 8,רעננה,4365704.0,32.1931117,34.8816089,-3.980175481397618,3218
shu_089,דיל עזריאלי - רמלה,שופרסל,שופרסל דיל,89.0,שמשון הגיבור 32,רמלה,72500.0,31.9257367,34.8638844,-3.9841934006504145,2877
shu_090,אקספרס גב ים באר שבע,שופרסל,שופרסל אקספרס,90.0,האנרגיה 77,באר שבע,0.0,31.2636026,34.8112207,12.287943583764934,2082
shu_091,יוניברס עמק חפר- אזור תעשיה,שופרסל,יוניברס,91.0,א.ת. עמק חפר,חדרה,3877701.0,32.4013889,34.9019444,-5.121427254630707,2697
shu_092,דיל אשדוד- שבט לוי,שופרסל,שופרסל דיל,92.0,שבט לוי 12,אשדוד,0.0,31.778083,34.6356393,-4.013549066116017,2829
shu_093,שלי יהוד- סביונים,שופרסל,שופרסל שלי,93.0,דרך משה דיין 7,יהוד מונוסון,5645001.0,32.0303568,34.8782129,5.297987758449713,2714
shu_095,דיל חדרה- קניון אורות,שופרסל,שופרסל דיל,95.0,1ניון אורות,אור עקיבא,3060000.0,32.501976,34.9270172,-3.8233883658122396,3164
shu_096,דיל חדרה- הפרדס,שופרסל,שופרסל דיל,96.0,קניון גני הדרים,חדרה,3849207.0,32.41586814403237,34.95187903689265,-4.253338988067731,2624
shu_097,דיל קרית שמונה- מתחם ביג,שופרסל,שופרסל דיל,97.0,מתחם ביג,קרית שמונה,1162401.0,33.19169979999999,35.5707447,-4.186384336864226,3108
shu_098,דיל קרית טבעון- אלונים,שופרסל,שופרסל דיל,98.0,חוצות אלונים,טבעון,3604701.0,32.7146161,35.1252205,-4.140952409190355,3027
shu_101,שלי הוד השרון- ק מרגלית,שופרסל,שופרסל שלי,101.0,נחליאלי 2,הוד השרון,4535502.0,32.14339427602499,34.892095081057384,5.57811563796099,2950
